figure,variant,trial_id,seed,snr_db,x_name,x_value,K,paper_k,effective_K,num_ris_paths,receiver_mode,config_seed,nested_receiver_noise_convention,reference_receiver_mode,reference_sigma2,nested_base_y_noisy_hash,failed,error,runtime_s,position_rmse_m,position_error_m,y_nmse,range_rmse_m,tau_rmse_s,raw_objective_final,outlier_flag,selected_branch,final_refinement_method,final_runner_name,used_main_single_proposed_path,variant_config_hash,global_vp_mode,global_vp_backend,global_vp_gpu_used,global_vp_gpu_device,global_vp_objective_backend,global_vp_linear_solve_backend,vp_dictionary_mode,vp_dictionary_mode_requested,vp_jacobian_mode,vp_matrix_free_enabled,vp_matrix_free_fallback_reason,vp_precontract_static_modes,vp_factor_cache_hits,vp_factor_cache_misses,vp_matrix_free_num_objective_calls,vp_matrix_free_debug_num_compares,vp_matrix_free_debug_rel_G_diff,vp_matrix_free_debug_rel_b_diff,vp_matrix_free_debug_rel_x_hat_diff,vp_matrix_free_debug_rel_regularized_objective_diff,vp_matrix_free_debug_rel_gradient_diff,jones_mode,adaptive_enabled,adaptive_policy_name,selected_vp_family_branch,lambda_path_min,lambda_path_max,lambda_path_mean,lambda_clipped_fraction,used_stage1_regularizer,linear_nuisance_dim,nonlinear_dim,fixed_pol_score,jones_score,lambda_jones_per_path,snr_eff_per_path,jones_leakage_per_path,reliability_decision,trigger_reasons,gof_stat,gof_dof,gof_pass,data_only_scaled_efim_lambda_min,data_only_scaled_efim_condition_number,stage1_assignment_margin,stage1_selected_clock_std_ns,delta_t_k_ns,stage1_runtime_s,global_vp_runtime_s,total_runtime_s,peb_position_m,peb_scalar_m,peb_dual_m,peb_evs_m,peb_free_jones_m,peb_constrained_jones_m,peb_anchored_jones_m,peb_variant,jones_bound_type,constrained_jones_peb_m,anchored_jones_peb_m,free_jones_peb_m,peb_fim_rank_chi_free,peb_fim_rank_chi_constrained,peb_fim_rank_chi_anchored,peb_fim_cond_chi_free,peb_fim_cond_chi_constrained,peb_fim_cond_chi_anchored,peb_clock_schur_used,peb_rank_deficient,anchored_prior_scaling,anchored_prior_lambda,anchored_prior_precision_norm,peb_free_projection_schur_relerr,peb_con_minus_free_min_eig,peb_hyb_minus_free_min_eig,peb_ordering_ok,efim_unscaled_cache_hit,efim_unscaled_cache_key,efim_sigma2,efim_reuse_mode,peb_backend,rss_mb_before,rss_mb_after,rss_mb_delta,warning,debug_main_position_error_m,debug_main_y_nmse,debug_main_raw_objective,debug_main_global_vp_mode,debug_main_adaptive_enabled,debug_config_diff_summary,direct_candidate_position_error_m,direct_candidate_y_nmse,direct_candidate_raw_objective,rescue_candidate_position_error_m,rescue_candidate_y_nmse,rescue_candidate_raw_objective,rescue_candidate_available,rescue_accept_decision,rescue_reject_reason,direct_candidate_lambda_jones_per_path,direct_candidate_snr_eff_per_path,direct_candidate_jones_leakage_per_path,rescue_candidate_lambda_jones_per_path,rescue_candidate_snr_eff_per_path,rescue_candidate_jones_leakage_per_path,direct_candidate_data_only_scaled_efim_lambda_min,direct_candidate_data_only_scaled_efim_condition_number,rescue_candidate_data_only_scaled_efim_lambda_min,rescue_candidate_data_only_scaled_efim_condition_number,legacy_stage1_decision,gof_reliability_decision,stage1_geometry_trigger,stage1_geometry_trigger_reasons,ngc_policy_active,ngc_lambda_ris,ngc_direct_clock_score,ngc_direct_clock_score_norm,ngc_direct_clock_dof,ngc_direct_clock_sigma_source,ngc_direct_clock_std_ns,ngc_direct_ris_score,ngc_direct_ris_score_norm,ngc_direct_ris_available,ngc_direct_total_score,ngc_direct_cert_status,ngc_direct_cert_reason,ngc_rescue_requested,ngc_rescue_request_reason,ngc_rescue_clock_score,ngc_rescue_clock_score_norm,ngc_rescue_clock_dof,ngc_rescue_clock_sigma_source,ngc_rescue_clock_std_ns,ngc_rescue_ris_score,ngc_rescue_ris_score_norm,ngc_rescue_ris_available,ngc_rescue_total_score,ngc_rescue_cert_status,ngc_rescue_cert_reason,ngc_selected_by,ngc_final_unreliable,ngc_threshold_clock_green,ngc_threshold_clock_red,proposed_stage2_policy,stage2_seed_position_error_m,stage2_seed_clock_error_ns,stage2_num_valid_local_fixes,stage2_clock_estimator,stage2_rescue_impl,stage2_pllg_pseudorange_block_weight
fig5,direct_vp,0,3147786918,-10.0,snr_db,-10.0,3,3,3,3,full_6d,3147786918,,,nan,,False,,46.78124362882227,0.001179412420327408,0.001179412420327408,2.5972835394521345e-05,0.00017954002102846546,9.976785443673694e-13,3.9631128937021116,False,direct_vp,global_exact_spherical_vp,proposed_post_stage1,False,2525267fabcfba26,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,18.806408873737293,72.12395526411314,40.358969602279146,0.0,True,3,4,3095619.270406514,nan,"[72.12395526411314,18.806408873737293,30.14654466898701]","[0.013865018859073139,0.05317336269220808,0.033171297438893375]",,direct_vp,"[""poor_clock_consistency""]",3095469.812331085,3096560,True,826432.9221182995,69.53544608849094,4.805742757820594,0.12791462187745622,"[5.1223588854613595,4.813895475661293,4.920509738209556]",22.08888996206224,42.437710258876905,65.60168372304179,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.001179412420327408,2.5972835394521345e-05,3.9631128937021116,nan,nan,nan,False,not_run,not_requested,"[72.12395526411314,18.806408873737293,30.14654466898701]","[0.013865018859073139,0.05317336269220808,0.033171297438893375]",,,,,826432.9221182995,69.53544608849094,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan,reliability_gated,nan,nan,,decoupled_robust,legacy_multistart,0.0
fig5,old_gated,0,3147786918,-10.0,snr_db,-10.0,3,3,3,3,full_6d,3147786918,,,nan,,False,,47.30951693095267,0.001179412420327408,0.001179412420327408,2.5972835394521345e-05,0.00017954002102846546,9.976785443673694e-13,3.9631128937021116,False,direct_vp,global_exact_spherical_vp,main_single_proposed,True,1d61ca5860c9087b,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,18.806408873737293,72.12395526411314,40.358969602279146,0.0,True,3,4,3095619.270406514,nan,"[72.12395526411314,18.806408873737293,30.14654466898701]","[0.013865018859073139,0.05317336269220808,0.033171297438893375]",,direct_vp,"[""poor_clock_consistency""]",3095469.812331085,3096560,True,826432.9221182995,69.53544608849094,4.805742757820594,0.12791462187745622,"[5.1223588854613595,4.813895475661293,4.920509738209556]",22.08888996206224,43.2711582260672,66.43513169023208,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.001179412420327408,2.5972835394521345e-05,3.9631128937021116,nan,nan,nan,False,not_run,not_requested,"[72.12395526411314,18.806408873737293,30.14654466898701]","[0.013865018859073139,0.05317336269220808,0.033171297438893375]",,,,,826432.9221182995,69.53544608849094,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan,reliability_gated_ris_only,nan,nan,,decoupled_robust,legacy_multistart,0.0
fig5,adaptive_jones_vp_proposed,0,3147786918,-10.0,snr_db,-10.0,3,3,3,3,full_6d,3147786918,,,nan,,False,,45.976241847034544,0.001179412420327408,0.001179412420327408,2.5972835394521345e-05,0.00017954002102846546,9.976785443673694e-13,3.9631128937021116,False,direct_vp,global_exact_spherical_vp,main_single_proposed,True,aa96fb806a044d92,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,18.806408873737293,72.12395526411314,40.358969602279146,0.0,True,3,4,3095619.270406514,nan,"[72.12395526411314,18.806408873737293,30.14654466898701]","[0.013865018859073139,0.05317336269220808,0.033171297438893375]",,direct_vp,"[""poor_clock_consistency""]",3095469.812331085,3096560,True,826432.9221182995,69.53544608849094,4.805742757820594,0.12791462187745622,"[5.1223588854613595,4.813895475661293,4.920509738209556]",22.08888996206224,41.895791250048205,65.05976471421309,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.001179412420327408,2.5972835394521345e-05,3.9631128937021116,nan,nan,nan,False,not_run,not_requested,"[72.12395526411314,18.806408873737293,30.14654466898701]","[0.013865018859073139,0.05317336269220808,0.033171297438893375]",,,,,826432.9221182995,69.53544608849094,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.07661524874225367,0.07661524874225367,2,data_only_efim_tau_crb,0.07990371744702791,0.00013912302880947708,0.00013912302880947708,True,0.07675437177106315,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274,ngc_certified_ris_only,nan,nan,,decoupled_robust,legacy_multistart,0.0
fig5,force_rescue,0,3147786918,-10.0,snr_db,-10.0,3,3,3,3,full_6d,3147786918,,,nan,,False,,103.01804057182744,0.001179412420327408,0.001179412420327408,2.5972835394521345e-05,0.00017954002102846546,9.976785443673694e-13,3.9631128937021116,False,direct_vp_rollback,global_exact_spherical_vp,main_single_proposed,True,c7a6b3dc1287b7ec,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,18.806408873737293,72.12395526411314,40.358969602279146,0.0,True,3,4,3095619.270406514,nan,"[72.12395526411314,18.806408873737293,30.14654466898701]","[0.013865018859073139,0.05317336269220808,0.033171297438893375]",,jnpp_then_vp,"[""poor_clock_consistency""]",3095469.812331085,3096560,True,826432.9221182995,69.53544608849094,4.805742757820594,0.12791462187745622,"[5.1223588854613595,4.813895475661293,4.920509738209556]",22.08888996206224,42.3597416728735,65.52371513703838,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.001179412420327408,2.5972835394521345e-05,3.9631128937021116,0.0011794742748735155,2.5975913280798746e-05,3.9631128937033626,True,rollback,existing_selector_rollback,"[72.12395526411314,18.806408873737293,30.14654466898701]","[0.013865018859073139,0.05317336269220808,0.033171297438893375]",,"[72.1239521529586,18.80640886401288,30.14654495228722]","[0.013865019457157618,0.05317336271970295,0.03317129712716825]",,826432.9221182995,69.53544608849094,826433.1723390691,69.53544083102523,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan,force_ris_only,0.0012002627337138643,0.010222200070174147,3,decoupled_robust,legacy_multistart,0.0
fig5,oracle_init_vp,0,3147786918,-10.0,snr_db,-10.0,3,3,3,3,full_6d,3147786918,,,nan,,False,,26.660205501830205,0.0011793800860618214,0.0011793800860618214,2.5972547746918428e-05,0.00017953377250104212,9.976398743721831e-13,3.96311289370211,False,oracle_init_vp,global_exact_spherical_vp,,False,,adaptive_jones,cupy,True,0,cupy,cupy.linalg.solve,explicit,matrix_free,analytic_reduced_vp_explicit_gradient,False,matrix_free_cpu_only_gpu_backend,,0,0,0,0,,,,,,fixed_pol_anchor,False,,fixed_pol_anchor,nan,nan,nan,nan,False,3,4,3096725.458075429,3096731.2199701183,"[72.09819051707296,18.799690681398697,30.135775449795126]","[0.013869973611766307,0.053192364540904265,0.033183151421997424]","[1.2921692571380826e-09,2.195894277110852e-08,1.2572990429413544e-09]",oracle_init_vp,"[""oracle_truth_initialization""]",nan,,,nan,nan,nan,nan,,0.0,26.658544501988217,26.658544501988217,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,False,,,,,,,,,nan,nan,nan,nan,,,,[],False,nan,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan,,nan,nan,,,legacy_multistart,
fig5,direct_vp,23,2043173887,-10.0,snr_db,-10.0,3,3,3,3,full_6d,2043173887,,,nan,,False,,58.53781424113549,0.0016639643005705329,0.0016639643005705329,5.1416118239502625e-05,0.00012502647466164712,4.523284066028835e-13,3.275309057111569,False,direct_vp,global_exact_spherical_vp,proposed_post_stage1,False,496dae5bb3da8a21,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,20.735358078572677,123.98315158318368,55.85667150912625,0.0,True,3,4,3096396.009251371,nan,"[123.98315158318368,20.735358078572677,22.85150486562239]","[0.008065612037657306,0.04822680159127013,0.043760794129647895]",,direct_vp,"[""poor_clock_consistency""]",3096246.551175942,3096560,True,837638.0531569239,64.17189265288626,4.517600618025266,0.2246030555370727,"[5.330892935012445,4.788848586478812,4.978321145959817]",30.01409395202063,53.232489039888605,84.33418038184755,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.0016639643005705329,5.1416118239502625e-05,3.275309057111569,nan,nan,nan,False,not_run,not_requested,"[123.98315158318368,20.735358078572677,22.85150486562239]","[0.008065612037657306,0.04822680159127013,0.043760794129647895]",,,,,837638.0531569239,64.17189265288626,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan,reliability_gated,nan,nan,,decoupled_robust,legacy_multistart,0.0
fig5,old_gated,23,2043173887,-10.0,snr_db,-10.0,3,3,3,3,full_6d,2043173887,,,nan,,False,,58.73045092495158,0.0016639643005705329,0.0016639643005705329,5.1416118239502625e-05,0.00012502647466164712,4.523284066028835e-13,3.275309057111569,False,direct_vp,global_exact_spherical_vp,main_single_proposed,True,a352c22b1fe41847,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,20.735358078572677,123.98315158318368,55.85667150912625,0.0,True,3,4,3096396.009251371,nan,"[123.98315158318368,20.735358078572677,22.85150486562239]","[0.008065612037657306,0.04822680159127013,0.043760794129647895]",,direct_vp,"[""poor_clock_consistency""]",3096246.551175942,3096560,True,837638.0531569239,64.17189265288626,4.517600618025266,0.2246030555370727,"[5.330892935012445,4.788848586478812,4.978321145959817]",30.01409395202063,53.74002322508022,84.84171456703916,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.0016639643005705329,5.1416118239502625e-05,3.275309057111569,nan,nan,nan,False,not_run,not_requested,"[123.98315158318368,20.735358078572677,22.85150486562239]","[0.008065612037657306,0.04822680159127013,0.043760794129647895]",,,,,837638.0531569239,64.17189265288626,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan,reliability_gated_ris_only,nan,nan,,decoupled_robust,legacy_multistart,0.0
fig5,adaptive_jones_vp_proposed,23,2043173887,-10.0,snr_db,-10.0,3,3,3,3,full_6d,2043173887,,,nan,,False,,49.557510090991855,0.0016639643005705329,0.0016639643005705329,5.1416118239502625e-05,0.00012502647466164712,4.523284066028835e-13,3.275309057111569,False,direct_vp,global_exact_spherical_vp,main_single_proposed,True,1d9ca14d19910630,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,20.735358078572677,123.98315158318368,55.85667150912625,0.0,True,3,4,3096396.009251371,nan,"[123.98315158318368,20.735358078572677,22.85150486562239]","[0.008065612037657306,0.04822680159127013,0.043760794129647895]",,direct_vp,"[""poor_clock_consistency""]",3096246.551175942,3096560,True,837638.0531569239,64.17189265288626,4.517600618025266,0.2246030555370727,"[5.330892935012445,4.788848586478812,4.978321145959817]",30.01409395202063,45.40810757386498,76.50979891582392,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.0016639643005705329,5.1416118239502625e-05,3.275309057111569,nan,nan,nan,False,not_run,not_requested,"[123.98315158318368,20.735358078572677,22.85150486562239]","[0.008065612037657306,0.04822680159127013,0.043760794129647895]",,,,,837638.0531569239,64.17189265288626,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.03852514837226888,0.03852514837226888,2,data_only_efim_tau_crb,0.05666064799331549,0.00018906115396252402,0.00018906115396252402,True,0.0387142095262314,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274,ngc_certified_ris_only,nan,nan,,decoupled_robust,legacy_multistart,0.0
fig5,force_rescue,23,2043173887,-10.0,snr_db,-10.0,3,3,3,3,full_6d,2043173887,,,nan,,False,,112.11610018508509,0.0016639643005705329,0.0016639643005705329,5.1416118239502625e-05,0.00012502647466164712,4.523284066028835e-13,3.275309057111569,False,direct_vp_rollback,global_exact_spherical_vp,main_single_proposed,True,d14574255b1b6d90,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,20.735358078572677,123.98315158318368,55.85667150912625,0.0,True,3,4,3096396.009251371,nan,"[123.98315158318368,20.735358078572677,22.85150486562239]","[0.008065612037657306,0.04822680159127013,0.043760794129647895]",,jnpp_then_vp,"[""poor_clock_consistency""]",3096246.551175942,3096560,True,837638.0531569239,64.17189265288626,4.517600618025266,0.2246030555370727,"[5.330892935012445,4.788848586478812,4.978321145959817]",30.01409395202063,41.34533226303756,72.4470236049965,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.0016639643005705329,5.1416118239502625e-05,3.275309057111569,0.001663883203113695,5.141478750485639e-05,3.275309057111563,True,rollback,existing_selector_rollback,"[123.98315158318368,20.735358078572677,22.85150486562239]","[0.008065612037657306,0.04822680159127013,0.043760794129647895]",,"[123.98315121639985,20.735358044044006,22.85150489019707]","[0.008065612061518098,0.04822680167157775,0.04376079408258721]",,837638.0531569239,64.17189265288626,837638.2225817477,64.17188285026693,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan,force_ris_only,0.00044844005100020144,0.086667621629405,3,decoupled_robust,legacy_multistart,0.0
fig5,oracle_init_vp,23,2043173887,-10.0,snr_db,-10.0,3,3,3,3,full_6d,2043173887,,,nan,,False,,26.774655451066792,0.001663780663570643,0.001663780663570643,5.1412618459161543e-05,0.0001250517782299844,4.5216983943510457e-13,3.275309057111599,False,oracle_init_vp,global_exact_spherical_vp,,False,,adaptive_jones,cupy,True,0,cupy,cupy.linalg.solve,explicit,matrix_free,analytic_reduced_vp_explicit_gradient,False,matrix_free_cpu_only_gpu_backend,,0,0,0,0,,,,,,fixed_pol_anchor,False,,fixed_pol_anchor,nan,nan,nan,nan,False,3,4,3096725.458075429,3096738.5258114436,"[123.96995951712569,20.733151916122758,22.849073699662924]","[0.008066470326933407,0.04823193328370083,0.043765450325100194]","[1.3095241021640572e-08,3.7934065620238e-08,2.5192062251987265e-09]",oracle_init_vp,"[""oracle_truth_initialization""]",nan,,,nan,nan,nan,nan,,0.0,26.772958122892305,26.772958122892305,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,False,,,,,,,,,nan,nan,nan,nan,,,,[],False,nan,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan,,nan,nan,,,legacy_multistart,
fig5,direct_vp,12,2210497206,-10.0,snr_db,-10.0,3,3,3,3,full_6d,2210497206,,,nan,,False,,46.658703105989844,0.0012580199625899788,0.0012580199625899788,3.033735104206928e-05,4.3992597686129825e-05,8.937749266854429e-13,4.559175738799389,False,direct_vp,global_exact_spherical_vp,proposed_post_stage1,False,d49b9acf4801759f,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,18.95619404090222,51.42878600979395,35.22763843603247,0.0,True,3,4,3099017.3550204635,nan,"[51.42878600979395,35.29793525740123,18.95619404090222]","[0.019444363313536783,0.028330268971044795,0.05275320551284296]",,direct_vp,[],3098867.8969450346,3096560,True,911871.9275525565,71.36701189737379,7.028337887463928,0.01647099244250823,"[5.235791500092012,5.242530941060088,5.204711893793606]",39.15563945192844,42.18400833988562,82.37286503589712,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.0012580199625899788,3.033735104206928e-05,4.559175738799389,nan,nan,nan,False,not_run,not_requested,"[51.42878600979395,35.29793525740123,18.95619404090222]","[0.019444363313536783,0.028330268971044795,0.05275320551284296]",,,,,911871.9275525565,71.36701189737379,nan,nan,direct_vp,direct_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan,reliability_gated,nan,nan,,decoupled_robust,legacy_multistart,0.0
fig5,old_gated,12,2210497206,-10.0,snr_db,-10.0,3,3,3,3,full_6d,2210497206,,,nan,,False,,47.60168856009841,0.0012580199625899788,0.0012580199625899788,3.033735104206928e-05,4.3992597686129825e-05,8.937749266854429e-13,4.559175738799389,False,direct_vp,global_exact_spherical_vp,main_single_proposed,True,984be2ec3c2c7232,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,18.95619404090222,51.42878600979395,35.22763843603247,0.0,True,3,4,3099017.3550204635,nan,"[51.42878600979395,35.29793525740123,18.95619404090222]","[0.019444363313536783,0.028330268971044795,0.05275320551284296]",,direct_vp,[],3098867.8969450346,3096560,True,911871.9275525565,71.36701189737379,7.028337887463928,0.01647099244250823,"[5.235791500092012,5.242530941060088,5.204711893793606]",39.15563945192844,43.27347613312304,83.46233282913454,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.0012580199625899788,3.033735104206928e-05,4.559175738799389,nan,nan,nan,False,not_run,not_requested,"[51.42878600979395,35.29793525740123,18.95619404090222]","[0.019444363313536783,0.028330268971044795,0.05275320551284296]",,,,,911871.9275525565,71.36701189737379,nan,nan,direct_vp,direct_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan,reliability_gated_ris_only,nan,nan,,decoupled_robust,legacy_multistart,0.0
